"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Count	Population	Crude Rate
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2009"	"2009"	"Male"	"M"	389	1839538	21.1
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	229	1899677	12.1
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2010"	"2010"	"Male"	"M"	369	1860337	19.8
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2011"	"2011"	"Female"	"F"	275	1914243	14.4
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2011"	"2011"	"Male"	"M"	377	1874581	20.1
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2002"	"2002"	"Female"	"F"	398	1771126	22.5
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2002"	"2002"	"Male"	"M"	466	1742298	26.7
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2003"	"2003"	"Female"	"F"	372	1788805	20.8
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2003"	"2003"	"Male"	"M"	439	1758571	25.0
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2004"	"2004"	"Female"	"F"	471	1800377	26.2
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2004"	"2004"	"Male"	"M"	519	1769086	29.3
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2005"	"2005"	"Female"	"F"	491	1823447	26.9
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2005"	"2005"	"Male"	"M"	563	1789755	31.5
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2006"	"2006"	"Female"	"F"	458	1853117	24.7
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2006"	"2006"	"Male"	"M"	520	1817766	28.6
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2007"	"2007"	"Female"	"F"	449	1879347	23.9
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2007"	"2007"	"Male"	"M"	571	1843070	31.0
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2008"	"2008"	"Female"	"F"	546	1903535	28.7
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2008"	"2008"	"Male"	"M"	650	1865213	34.8
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2009"	"2009"	"Female"	"F"	478	1923209	24.9
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2009"	"2009"	"Male"	"M"	565	1885391	30.0
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2010"	"2010"	"Female"	"F"	528	1938491	27.2
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2010"	"2010"	"Male"	"M"	636	1899123	33.5
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2011"	"2011"	"Female"	"F"	566	1956689	28.9
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"	633	1915983	33.0
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2002"	"2002"	"Female"	"F"	1036	6363832	16.3
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2002"	"2002"	"Male"	"M"	1307	5967199	21.9
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2003"	"2003"	"Female"	"F"	1073	6377894	16.8
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2003"	"2003"	"Male"	"M"	1390	5996764	23.2
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2004"	"2004"	"Female"	"F"	1053	6390749	16.5
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2004"	"2004"	"Male"	"M"	1375	6019973	22.8
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2005"	"2005"	"Female"	"F"	1139	6405053	17.8
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2005"	"2005"	"Male"	"M"	1428	6044937	23.6
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2006"	"2006"	"Female"	"F"	1166	6429312	18.1
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2006"	"2006"	"Male"	"M"	1414	6081497	23.3
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2007"	"2007"	"Female"	"F"	1130	6452087	17.5
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2007"	"2007"	"Male"	"M"	1355	6111850	22.2
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2008"	"2008"	"Female"	"F"	1150	6473295	17.8
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2008"	"2008"	"Male"	"M"	1525	6138990	24.8
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2009"	"2009"	"Female"	"F"	1310	6497024	20.2
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2009"	"2009"	"Male"	"M"	1709	6169834	27.7
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2010"	"2010"	"Female"	"F"	1384	6515318	21.2
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2010"	"2010"	"Male"	"M"	1775	6196088	28.6
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2011"	"2011"	"Female"	"F"	1397	6528781	21.4
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2011"	"2011"	"Male"	"M"	1895	6218271	30.5
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2002"	"2002"	"Female"	"F"	122	553090	22.1
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2002"	"2002"	"Male"	"M"	179	512905	34.9
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2003"	"2003"	"Female"	"F"	111	555590	20.0
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2003"	"2003"	"Male"	"M"	169	515752	32.8
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2004"	"2004"	"Female"	"F"	126	556375	22.6
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2004"	"2004"	"Male"	"M"	131	518204	25.3
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2005"	"2005"	"Female"	"F"	127	552832	23.0
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2005"	"2005"	"Male"	"M"	144	515084	28.0
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2006"	"2006"	"Female"	"F"	121	550134	22.0
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2006"	"2006"	"Male"	"M"	163	512962	31.8
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2007"	"2007"	"Female"	"F"	99	546859	18.1
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2007"	"2007"	"Male"	"M"	134	510456	26.3
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2008"	"2008"	"Female"	"F"	119	545412	21.8
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2008"	"2008"	"Male"	"M"	135	509591	26.5
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2009"	"2009"	"Female"	"F"	116	544764	21.3
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2009"	"2009"	"Male"	"M"	131	508882	25.7
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2010"	"2010"	"Female"	"F"	132	544718	24.2
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2010"	"2010"	"Male"	"M"	149	509276	29.3
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2011"	"2011"	"Female"	"F"	101	544091	18.6
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2011"	"2011"	"Male"	"M"	149	509738	29.2
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2002"	"2002"	"Female"	"F"	346	2111069	16.4
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2002"	"2002"	"Male"	"M"	476	1996726	23.8
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2003"	"2003"	"Female"	"F"	343	2133967	16.1
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2003"	"2003"	"Male"	"M"	527	2016330	26.1
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2004"	"2004"	"Female"	"F"	424	2162305	19.6
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2004"	"2004"	"Male"	"M"	490	2048616	23.9
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2005"	"2005"	"Female"	"F"	409	2192345	18.7
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2005"	"2005"	"Male"	"M"	609	2077805	29.3
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2006"	"2006"	"Female"	"F"	419	2237655	18.7
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2006"	"2006"	"Male"	"M"	596	2120192	28.1
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2007"	"2007"	"Female"	"F"	471	2280792	20.7
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2007"	"2007"	"Male"	"M"	610	2163318	28.2
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2008"	"2008"	"Female"	"F"	509	2325047	21.9
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2008"	"2008"	"Male"	"M"	618	2203949	28.0
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2009"	"2009"	"Female"	"F"	506	2357030	21.5
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2009"	"2009"	"Male"	"M"	713	2232842	31.9
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2010"	"2010"	"Female"	"F"	481	2380930	20.2
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2010"	"2010"	"Male"	"M"	678	2254916	30.1
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2011"	"2011"	"Female"	"F"	429	2401300	17.9
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2011"	"2011"	"Male"	"M"	657	2271355	28.9
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	72	382328	18.8
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2002"	"2002"	"Male"	"M"	77	377692	20.4
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2003"	"2003"	"Female"	"F"	54	383633	14.1
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2003"	"2003"	"Male"	"M"	62	380096	16.3
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	56	386677	14.5
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2004"	"2004"	"Male"	"M"	73	383719	19.0
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2005"	"2005"	"Female"	"F"	52	389021	13.4
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2005"	"2005"	"Male"	"M"	64	386472	16.6
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2006"	"2006"	"Female"	"F"	59	392420	15.0
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2006"	"2006"	"Male"	"M"	85	390613	21.8
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2007"	"2007"	"Female"	"F"	67	396650	16.9
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2007"	"2007"	"Male"	"M"	68	394973	17.2
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2008"	"2008"	"Female"	"F"	56	400236	14.0
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2008"	"2008"	"Male"	"M"	73	398888	18.3
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2009"	"2009"	"Female"	"F"	74	403198	18.4
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2009"	"2009"	"Male"	"M"	83	403869	20.6
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2010"	"2010"	"Female"	"F"	88	407748	21.6
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2010"	"2010"	"Male"	"M"	97	408445	23.7
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2011"	"2011"	"Female"	"F"	95	410308	23.2
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2011"	"2011"	"Male"	"M"	104	413432	25.2
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2002"	"2002"	"Female"	"F"	310	2971873	10.4
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2002"	"2002"	"Male"	"M"	381	2824045	13.5
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2003"	"2003"	"Female"	"F"	284	3000983	9.5
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2003"	"2003"	"Male"	"M"	374	2846829	13.1
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2004"	"2004"	"Female"	"F"	476	3027931	15.7
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2004"	"2004"	"Male"	"M"	700	2882878	24.3
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2005"	"2005"	"Female"	"F"	509	3068439	16.6
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2005"	"2005"	"Male"	"M"	766	2922618	26.2
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2006"	"2006"	"Female"	"F"	585	3121455	18.7
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2006"	"2006"	"Male"	"M"	732	2967311	24.7
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2007"	"2007"	"Female"	"F"	588	3162280	18.6
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2007"	"2007"	"Male"	"M"	812	3013447	26.9
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2008"	"2008"	"Female"	"F"	532	3203115	16.6
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2008"	"2008"	"Male"	"M"	737	3044296	24.2
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2009"	"2009"	"Female"	"F"	667	3231769	20.6
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2009"	"2009"	"Male"	"M"	923	3074250	30.0
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2010"	"2010"	"Female"	"F"	632	3257576	19.4
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2010"	"2010"	"Male"	"M"	881	3097942	28.4
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2011"	"2011"	"Female"	"F"	600	3281016	18.3
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2011"	"2011"	"Male"	"M"	854	3119282	27.4
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2002"	"2002"	"Female"	"F"	1158	10914653	10.6
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2002"	"2002"	"Male"	"M"	1671	10775672	15.5
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2003"	"2003"	"Female"	"F"	1195	11095953	10.8
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2003"	"2003"	"Male"	"M"	1720	10934978	15.7
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2004"	"2004"	"Female"	"F"	1139	11278402	10.1
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2004"	"2004"	"Male"	"M"	1806	11115621	16.2
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2005"	"2005"	"Female"	"F"	1155	11467895	10.1
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2005"	"2005"	"Male"	"M"	1680	11305125	14.9
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2006"	"2006"	"Female"	"F"	1164	11771243	9.9
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2006"	"2006"	"Male"	"M"	1730	11588337	14.9
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2007"	"2007"	"Female"	"F"	1247	12010572	10.4
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2007"	"2007"	"Male"	"M"	1846	11821411	15.6
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2008"	"2008"	"Female"	"F"	1272	12249936	10.4
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2008"	"2008"	"Male"	"M"	1872	12059103	15.5
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2009"	"2009"	"Female"	"F"	1244	12500150	10.0
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2009"	"2009"	"Male"	"M"	1885	12301611	15.3
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2010"	"2010"	"Female"	"F"	1188	12721747	9.3
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2010"	"2010"	"Male"	"M"	1813	12520150	14.5
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2011"	"2011"	"Female"	"F"	1428	12925831	11.0
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2011"	"2011"	"Male"	"M"	2243	12719673	17.6
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2002"	"2002"	"Female"	"F"	163	1158853	14.1
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2002"	"2002"	"Male"	"M"	221	1165962	19.0
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2003"	"2003"	"Female"	"F"	198	1175867	16.8
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2003"	"2003"	"Male"	"M"	249	1184270	21.0
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2004"	"2004"	"Female"	"F"	219	1196749	18.3
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2004"	"2004"	"Male"	"M"	280	1204831	23.2
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2005"	"2005"	"Female"	"F"	239	1224741	19.5
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2005"	"2005"	"Male"	"M"	327	1232978	26.5
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2006"	"2006"	"Female"	"F"	236	1257991	18.8
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2006"	"2006"	"Male"	"M"	382	1267516	30.1
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2007"	"2007"	"Female"	"F"	253	1292672	19.6
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	373	1305074	28.6
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	230	1325631	17.4
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	418	1337398	31.3
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2009"	"2009"	"Female"	"F"	286	1355509	21.1
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	394	1367912	28.8
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2010"	"2010"	"Female"	"F"	299	1381267	21.6
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	469	1394146	33.6
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	327	1400748	23.3
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2011"	"2011"	"Male"	"M"	476	1414049	33.7
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2002"	"2002"	"Female"	"F"	75	312959	24.0
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2002"	"2002"	"Male"	"M"	95	302483	31.4
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2003"	"2003"	"Female"	"F"	99	314206	31.5
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2003"	"2003"	"Male"	"M"	117	303652	38.5
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2004"	"2004"	"Female"	"F"	104	315080	33.0
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2004"	"2004"	"Male"	"M"	104	304840	34.1
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2005"	"2005"	"Female"	"F"	108	315422	34.2
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2005"	"2005"	"Male"	"M"	117	305793	38.3
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2006"	"2006"	"Female"	"F"	95	316290	30.0
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2006"	"2006"	"Male"	"M"	100	306602	32.6
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2007"	"2007"	"Female"	"F"	87	316538	27.5
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2007"	"2007"	"Male"	"M"	113	306943	36.8
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2008"	"2008"	"Female"	"F"	82	316722	25.9
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2008"	"2008"	"Male"	"M"	105	307429	34.2
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2009"	"2009"	"Female"	"F"	102	317128	32.2
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2009"	"2009"	"Male"	"M"	139	307689	45.2
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2010"	"2010"	"Female"	"F"	102	317623	32.1
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2010"	"2010"	"Male"	"M"	106	308263	34.4
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2011"	"2011"	"Female"	"F"	83	317948	26.1
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2011"	"2011"	"Male"	"M"	144	309249	46.6
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2002"	"2002"	"Female"	"F"	514	3713695	13.8
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2002"	"2002"	"Male"	"M"	742	3573178	20.8
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2003"	"2003"	"Female"	"F"	506	3757780	13.5
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2003"	"2003"	"Male"	"M"	697	3609197	19.3
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2004"	"2004"	"Female"	"F"	587	3814310	15.4
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2004"	"2004"	"Male"	"M"	729	3661265	19.9
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2005"	"2005"	"Female"	"F"	668	3863646	17.3
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2005"	"2005"	"Male"	"M"	947	3713459	25.5
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2006"	"2006"	"Female"	"F"	673	3908475	17.2
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2006"	"2006"	"Male"	"M"	965	3765250	25.6
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2007"	"2007"	"Female"	"F"	773	3947966	19.6
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2007"	"2007"	"Male"	"M"	1055	3803034	27.7
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2008"	"2008"	"Female"	"F"	687	3988983	17.2
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2008"	"2008"	"Male"	"M"	978	3844513	25.4
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2009"	"2009"	"Female"	"F"	660	4037895	16.3
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2009"	"2009"	"Male"	"M"	885	3888042	22.8
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2010"	"2010"	"Female"	"F"	619	4085723	15.2
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2010"	"2010"	"Male"	"M"	946	3938281	24.0
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2011"	"2011"	"Female"	"F"	690	4123702	16.7
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2011"	"2011"	"Male"	"M"	886	3978735	22.3
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2002"	"2002"	"Female"	"F"	596	3036742	19.6
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2002"	"2002"	"Male"	"M"	747	3015607	24.8
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2003"	"2003"	"Female"	"F"	675	3065739	22.0
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2003"	"2003"	"Male"	"M"	767	3038376	25.2
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2004"	"2004"	"Female"	"F"	765	3107815	24.6
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2004"	"2004"	"Male"	"M"	875	3070830	28.5
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2005"	"2005"	"Female"	"F"	775	3145396	24.6
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2005"	"2005"	"Male"	"M"	880	3111909	28.3
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2006"	"2006"	"Female"	"F"	759	3200695	23.7
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2006"	"2006"	"Male"	"M"	893	3170058	28.2
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2007"	"2007"	"Female"	"F"	736	3247800	22.7
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2007"	"2007"	"Male"	"M"	892	3213787	27.8
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2008"	"2008"	"Female"	"F"	783	3293162	23.8
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2008"	"2008"	"Male"	"M"	965	3269069	29.5
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2009"	"2009"	"Female"	"F"	801	3343920	24.0
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2009"	"2009"	"Male"	"M"	999	3323506	30.1
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2010"	"2010"	"Female"	"F"	924	3384508	27.3
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2010"	"2010"	"Male"	"M"	994	3358501	29.6
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2011"	"2011"	"Female"	"F"	873	3424466	25.5
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2011"	"2011"	"Male"	"M"	1042	3403013	30.6
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	158	923841	17.1
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	189	881573	21.4
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	138	925835	14.9
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	190	886460	21.4
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	176	927027	19.0
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	235	889411	26.4
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	165	927690	17.8
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	219	892802	24.5
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	161	930605	17.3
